Date,WT GL,WT LIQ,WT Oil,WT THP,WT WCT,Z1 BHP*10,Z2 BHP*10,Z3 BHP*10,Z4 BHP*10,Z6 BHP*10,Z5 BHP*10,Z7 BHP*10,Forecast Last RoFo,Forecast IB-25
2024-10-26 00:00:00,,,,,,14510,7200,7080,,,,,,
2024-10-27 00:00:00,,,,,,14530,7250,7150,,,,,,
2024-10-28 00:00:00,,,,,,14550,7240,7130,,,,,,
2024-10-29 00:00:00,,,,,,14570,7240,7090,,,,,,
2024-10-30 00:00:00,,,,,,14580,7270,7240,,,,,,
2024-10-31 00:00:00,,,,,,14600,7150,6950,,,,,,
2024-11-01 00:00:00,,,,,,14620,7250,7200,,,,,,1170.9423980000001
2024-11-02 00:00:00,,,,,,14630,7200,7030,,,,,,
2024-11-03 00:00:00,,,,,,14650,7190,6980,,,,,,
2024-11-04 00:00:00,,,,,,14670,7200,7020,,,,,,
2024-11-05 00:00:00,,,,,,14690,7190,7020,,,,,,
2024-11-06 00:00:00,,,,,,14700,7210,7040,,,,,,
2024-11-07 00:00:00,,,,,,14720,7250,7140,,,,,,
2024-11-08 00:00:00,,,,,,14740,7200,7000,,,,,,
2024-11-09 00:00:00,,,,,,14760,7230,7090,,,,,,
2024-11-10 00:00:00,,,,,,14770,7210,7020,,,,,,
2024-11-11 00:00:00,,,,,,14790,7270,7140,,,,,,
2024-11-12 00:00:00,1.0120553970336914,4481.9677734375,1885.864013671875,95.53611755371094,5792.330169677734,14810,7310,7200,,,,,,
2024-11-13 00:00:00,,,,,,14830,7240,7030,,,,,,
2024-11-14 00:00:00,,,,,,14850,7260,7080,,,,,,
2024-11-15 00:00:00,,,,,,14870,7270,7170,,,,,,
2024-11-16 00:00:00,,,,,,14880,7260,7110,,,,,,
2024-11-17 00:00:00,,,,,,14900,7270,7140,,,,,,
2024-11-18 00:00:00,,,,,,14920,7300,7250,,,,,,
2024-11-19 00:00:00,,,,,,14940,7240,7050,,,,,,
2024-11-20 00:00:00,,,,,,14960,7220,7070,,,,,,
2024-11-21 00:00:00,,,,,,14980,7250,7090,,,,,,
2024-11-22 00:00:00,,,,,,15000,7510,7530,,,,,,
2024-11-23 00:00:00,,,,,,15020,7290,7100,,,,,,
2024-11-24 00:00:00,,,,,,15030,7300,7210,,,,,,
2024-11-25 00:00:00,,,,,,15050,7250,7080,,,,,,
2024-11-26 00:00:00,1.0128644704818726,4646.79443359375,1751.4495849609375,95.74036407470703,6230.843353271484,15070,7290,7190,,,,,,
2024-11-27 00:00:00,,,,,,15080,7320,7190,,,,,,
2024-11-28 00:00:00,,,,,,15100,7290,7180,,,,,,
2024-11-29 00:00:00,1.034307837486267,4763.27001953125,1833.87109375,95.00591278076172,6149.97444152832,15110,7250,7070,,,,,,
2024-11-30 00:00:00,,,,,,15130,7310,7220,,,,,,
2024-12-01 00:00:00,,,,,,15140,7360,7410,,,,,,1138.3026920000002
2024-12-02 00:00:00,,,,,,15160,7310,7200,,,,,,
2024-12-03 00:00:00,,,,,,15170,7250,7070,,,,,,
2024-12-04 00:00:00,,,,,,15190,7330,7320,,,,,,
2024-12-05 00:00:00,,,,,,15200,7310,7230,,,,,,
2024-12-06 00:00:00,,,,,,15220,7230,7010,,,,,,
2024-12-07 00:00:00,,,,,,15230,7310,7220,,,,,,
2024-12-08 00:00:00,,,,,,15250,7300,7140,,,,,,
2024-12-09 00:00:00,,,,,,15260,7250,7000,,,,,,
2024-12-10 00:00:00,,,,,,15280,7310,7110,,,,,,
2024-12-11 00:00:00,,,,,,15290,7300,7080,,,,,,
2024-12-12 00:00:00,,,,,,15310,7330,7090,,,,,,
2024-12-13 00:00:00,,,,,,15320,7430,7420,,,,,,
2024-12-14 00:00:00,,,,,,15330,7340,7250,,,,,,
2024-12-15 00:00:00,,,,,,15350,7300,7150,,,,,,
2024-12-16 00:00:00,,,,,,15360,7260,7110,,,,,,
2024-12-17 00:00:00,,,,,,15370,7280,7160,,,,,,
2024-12-18 00:00:00,,,,,,15390,7270,7100,,,,,,
2024-12-19 00:00:00,,,,,,15400,7270,7140,,,,,,
2024-12-20 00:00:00,,,,,,15410,7300,7180,,,,,,
2024-12-21 00:00:00,,,,,,15420,7280,7100,,,,,,
2024-12-22 00:00:00,,,,,,15430,7280,7020,,,,,,
2024-12-23 00:00:00,,,,,,15440,7290,7090,,,,,,
2024-12-24 00:00:00,,,,,,15450,7290,7130,,,,,,
2024-12-25 00:00:00,,,,,,15470,7260,7090,,,,,,
2024-12-26 00:00:00,1.0496691465377808,4777.42333984375,1827.671142578125,95.67959594726562,6174.357986450195,15470,7240,7080,,,,,,
2024-12-27 00:00:00,,,,,,15480,7220,7080,,,,,,
2024-12-28 00:00:00,,,,,,15490,7270,7160,,,,,,
2024-12-29 00:00:00,,,,,,15500,7460,7390,,,,,,
2024-12-30 00:00:00,,,,,,15510,7500,7400,,,,,,
2024-12-31 00:00:00,,,,,,15520,7360,7030,,,,,,
2025-01-01 00:00:00,,,,,,15520,7320,7180,,,,,1534.212816159744,1109.349365
2025-01-02 00:00:00,,,,,,15530,7330,7300,,,,,,
2025-01-03 00:00:00,,,,,,15540,7270,7090,,,,,,
2025-01-04 00:00:00,,,,,,15550,7200,7010,,,,,,
2025-01-05 00:00:00,,,,,,15560,7280,7140,,,,,,
2025-01-06 00:00:00,,,,,,15570,7210,6990,,,,,,
2025-01-07 00:00:00,,,,,,15570,7220,6970,,,,,,
2025-01-08 00:00:00,,,,,,15580,7260,7160,,,,,,
2025-01-09 00:00:00,,,,,,15590,7430,7420,,,,,,
2025-01-10 00:00:00,,,,,,15600,7530,7500,,,,,,
2025-01-11 00:00:00,,,,,,15610,7370,7130,,,,,,
2025-01-12 00:00:00,,,,,,15620,7320,7160,,,,,,
2025-01-13 00:00:00,,,,,,15620,7360,7330,,,,,,
2025-01-14 00:00:00,,,,,,15630,7200,6970,,,,,,
2025-01-15 00:00:00,,,,,,15640,7260,7170,,,,,,
2025-01-16 00:00:00,,,,,,15650,7260,7040,,,,,,
2025-01-17 00:00:00,,,,,,15660,7260,7100,,,,,,
2025-01-18 00:00:00,,,,,,15660,7180,6950,,,,,,
2025-01-19 00:00:00,,,,,,15670,7160,6930,,,,,,
2025-01-20 00:00:00,,,,,,15680,7190,7050,,,,,,
2025-01-21 00:00:00,,,,,,15690,7240,7110,,,,,,
2025-01-22 00:00:00,1.8672860860824585,5076.7802734375,1905.142822265625,97.95494079589844,6247.340393066406,15700,7240,7090,,,,,,
2025-01-23 00:00:00,,,,,,15700,7260,7160,,,,,,
2025-01-24 00:00:00,,,,,,15710,7180,6970,,,,,,
2025-01-25 00:00:00,,,,,,15720,7150,6930,,,,,,
2025-01-26 00:00:00,,,,,,15730,7200,7010,,,,,,
2025-01-27 00:00:00,,,,,,15730,7200,6990,,,,,,
2025-01-28 00:00:00,,,,,,15740,7120,6880,,,,,,
2025-01-29 00:00:00,,,,,,15740,7140,6970,,,,,,
2025-01-30 00:00:00,,,,,,15750,7210,7090,,,,,,
2025-01-31 00:00:00,,,,,,15760,7180,7080,,,,,,
2025-02-01 00:00:00,,,,,,15760,7160,6910,,,,,1412.170657997003,1080.3861670000001
2025-02-02 00:00:00,,,,,,15770,7220,7130,,,,,,
2025-02-03 00:00:00,,,,,,15770,7280,7220,,,,,,
2025-02-04 00:00:00,,,,,,15780,7340,7300,,,,,,
2025-02-05 00:00:00,,,,,,15790,7380,7220,,,,,,
2025-02-06 00:00:00,,,,,,15790,7400,7230,,,,,,
2025-02-07 00:00:00,,,,,,15800,7520,7410,,,,,,
2025-02-08 00:00:00,,,,,,15810,7590,7520,,,,,,
2025-02-09 00:00:00,,,,,,15810,7570,7440,,,,,,
2025-02-10 00:00:00,,,,,,15820,7610,7490,,,,,,
2025-02-11 00:00:00,,,,,,15820,7660,7680,,,,,,
2025-02-12 00:00:00,,,,,,15830,7610,7420,,,,,,
2025-02-13 00:00:00,,,,,,15830,7600,7460,,,,,,
2025-02-14 00:00:00,1.8964842557907104,4077.039306640625,1383.94287109375,98.45133972167969,6605.519866943359,15840,7550,7340,,,,,,
2025-02-15 00:00:00,,,,,,15840,7630,7420,,,,,,
2025-02-16 00:00:00,,,,,,15850,7690,7640,,,,,,
2025-02-17 00:00:00,,,,,,15860,7640,7490,,,,,,
2025-02-18 00:00:00,,,,,,15860,7710,7630,,,,,,
2025-02-19 00:00:00,1.8766562938690186,4085.43115234375,1416.1209716796875,98.2777099609375,6533.729553222656,15870,7650,7480,,,,,,
2025-02-20 00:00:00,,,,,,15870,7640,7460,,,,,,
2025-02-21 00:00:00,,,,,,15880,7720,7600,,,,,,
2025-02-22 00:00:00,,,,,,15890,7650,7410,,,,,,
2025-02-23 00:00:00,,,,,,15890,7740,7610,,,,,,
2025-02-24 00:00:00,,,,,,15900,7560,7340,,,,,,
2025-02-25 00:00:00,,,,,,15900,7520,7460,,,,,,
2025-02-26 00:00:00,,,,,,15900,7530,7490,,,,,,
2025-02-27 00:00:00,,,,,,15900,7560,7540,,,,,,
2025-02-28 00:00:00,,,,,,15910,7500,7270,,,,,,
2025-03-01 00:00:00,,,,,,15910,7380,7180,,,,,1322.5762146776767,1049.2875749999996
2025-03-02 00:00:00,,,,,,15910,7350,7120,,,,,,
2025-03-03 00:00:00,,,,,,15910,7480,7470,,,,,,
2025-03-04 00:00:00,,,,,,15910,7340,7110,,,,,,
2025-03-05 00:00:00,,,,,,15910,7320,7130,,,,,,
2025-03-06 00:00:00,,,,,,15910,7340,7180,,,,,,
2025-03-07 00:00:00,,,,,,15910,7680,7640,,,,,,
2025-03-08 00:00:00,,,,,,15910,7400,7210,,,,,,
2025-03-09 00:00:00,,,,,,15910,7390,7190,,,,,,
2025-03-10 00:00:00,,,,,,15910,7350,7170,,,,,,
2025-03-11 00:00:00,,,,,,15910,7380,7250,,,,,,
2025-03-12 00:00:00,,,,,,15910,7290,6990,,,,,,
2025-03-13 00:00:00,1.8788546323776245,5186.0263671875,1900.3829345703125,98.14215087890625,6335.57014465332,15910,7310,7110,,,,,,
2025-03-14 00:00:00,,,,,,15910,7320,7130,,,,,,
2025-03-15 00:00:00,,,,,,15910,7310,7080,,,,,,
2025-03-16 00:00:00,,,,,,15920,7290,7040,,,,,,
2025-03-17 00:00:00,,,,,,15920,7350,7220,,,,,,
2025-03-18 00:00:00,,,,,,15920,7290,7080,,,,,,
2025-03-19 00:00:00,,,,,,15920,7250,7030,,,,,,
2025-03-20 00:00:00,,,,,,15930,7270,7030,,,,,,
2025-03-21 00:00:00,,,,,,15930,7230,6920,,,,,,
2025-03-22 00:00:00,,,,,,15930,7240,7040,,,,,,
2025-03-23 00:00:00,,,,,,15940,7210,6960,,,,,,
2025-03-24 00:00:00,,,,,,15940,7270,7130,,,,,,
2025-03-25 00:00:00,,,,,,15940,7230,7000,,,,,,
2025-03-26 00:00:00,,,,,,15940,7210,6990,,,,,,
2025-03-27 00:00:00,,,,,,15940,7220,6980,,,,,,
2025-03-28 00:00:00,,,,,,15940,7210,6940,,,,,,
2025-03-29 00:00:00,,,,,,15940,7220,6970,,,,,,
2025-03-30 00:00:00,,,,,,15870,7400,7190,,,,,,
2025-03-31 00:00:00,,,,,,15760,7420,7200,,,,,,
2025-04-01 00:00:00,,,,,,15710,7510,7280,,,,,1231.1165281757558,1021.536388
2025-04-02 00:00:00,,,,,,15660,7440,7210,,,,,,
2025-04-03 00:00:00,,,,,,15630,7390,7170,,,,,,
2025-04-04 00:00:00,,,,,,15610,7490,7250,,,,,,
2025-04-05 00:00:00,,,,,,15580,7450,7220,,,,,,
2025-04-06 00:00:00,,,,,,15560,7390,7170,,,,,,
2025-04-07 00:00:00,,,,,,15540,7380,7170,,,,,,
2025-04-08 00:00:00,1.838632583618164,5830.42919921875,1833.8792724609375,114.504638671875,6854.640960693359,15530,7390,7170,,,,,,
2025-04-09 00:00:00,,,,,,15500,7370,7150,,,,,,
2025-04-10 00:00:00,,,,,,15490,7370,7150,,,,,,
2025-04-11 00:00:00,,,,,,15470,7340,7130,,,,,,
2025-04-12 00:00:00,,,,,,15460,7340,7130,,,,,,
2025-04-13 00:00:00,,,,,,15450,7290,7080,,,,,,
2025-04-14 00:00:00,,,,,,15440,7550,7440,,,,,,
2025-04-15 00:00:00,,,,,,15430,8100,8020,,,,,,
2025-04-16 00:00:00,,,,,,15420,7480,7270,,,,,,
2025-04-17 00:00:00,,,,,,15410,7420,7210,,,,,,
2025-04-18 00:00:00,,,,,,15400,7390,7170,,,,,,
2025-04-19 00:00:00,,,,,,15390,7340,7090,,,,,,
2025-04-20 00:00:00,,,,,,15380,7420,7210,,,,,,
2025-04-21 00:00:00,,,,,,15370,8470,8630,,,,,,
2025-04-22 00:00:00,,,,,,15370,7670,7430,,,,,,
2025-04-23 00:00:00,1.8666235208511353,5914.7861328125,1956.454833984375,113.22378540039062,6692.264556884766,15360,7560,7330,,,,,,
2025-04-24 00:00:00,,,,,,15350,7500,7270,,,,,,
2025-04-25 00:00:00,,,,,,15340,7480,7270,,,,,,
2025-04-26 00:00:00,,,,,,15330,7500,7320,,,,,,
2025-04-27 00:00:00,,,,,,15320,7400,7170,,,,,,
